Date,Equity
2023-03-25,1000.0
2023-03-26,992.6609441137766
2023-03-27,961.0474614631364
2023-03-28,956.5589600297768
2023-03-29,952.9221375757124
2023-03-30,997.487347603193
2023-03-31,954.3432548844455
2023-04-01,949.5289500869117
2023-04-02,923.6985100626753
2023-04-03,926.1041380037079
2023-04-04,928.1434482181373
2023-04-05,938.3352474766649
2023-04-06,905.7400042650686
2023-04-07,902.0080511570549
2023-04-08,897.519710341357
2023-04-09,911.7244694392941
2023-04-10,979.0351857984779
2023-04-11,1083.1545440618747
2023-04-12,1074.127523322662
2023-04-13,1069.6956591308435
2023-04-14,1101.319933030887
2023-04-15,1079.5052561782434
2023-04-16,1082.4872104197195
2023-04-17,1083.4288590632427
2023-04-18,1087.8410418583744
2023-04-19,1060.5206867632553
2023-04-20,1060.0693464854978
2023-04-21,1062.9291327188907
2023-04-22,1056.61187283641
2023-04-23,1057.5870591470027
2023-04-24,1045.2044539459184
2023-04-25,1042.5245624485312
2023-04-26,1109.2033120074707
2023-04-27,1153.167369973606
2023-04-28,1155.1371483931973
2023-04-29,1148.8586640928022
2023-04-30,1169.209693535476
2023-05-01,1094.8204480092488
2023-05-02,1085.2477199089458
2023-05-03,1087.601973318638
2023-05-04,1113.1690463836755
2023-05-05,1123.3902513601533
2023-05-06,1109.7940379318231
2023-05-07,1104.697151569105
2023-05-08,1110.546563011133
2023-05-09,1109.497144685082
2023-05-10,1109.8940293632804
2023-05-11,1070.7275563281949
2023-05-12,1078.9141607380113
2023-05-13,1070.736972663705
2023-05-14,1066.4605943122765
2023-05-15,1093.7903191377543
2023-05-16,1087.5013810936439
2023-05-17,1084.1403431264023
2023-05-18,1076.6446785026915
2023-05-19,1067.0552895155802
2023-05-20,1071.5796746050307
2023-05-21,1064.7019374846193
2023-05-22,1066.9228440396819
2023-05-23,1074.8984096514007
2023-05-24,1040.8083438245892
2023-05-25,1042.5946909768552
2023-05-26,1029.4169955294828
2023-05-27,1034.5266086294366
2023-05-28,1087.0909890743783
2023-05-29,1136.7195187673492
2023-05-30,1121.1696808462546
2023-05-31,1113.9786853656228
2023-06-01,1107.9888548594429
2023-06-02,1098.1393038001816
2023-06-03,1095.6954940014732
2023-06-04,1096.837635306623
2023-06-05,1033.8224931360908
2023-06-06,1036.1405916226302
2023-06-07,1064.5580053638791
2023-06-08,1050.3949725455502
2023-06-09,1040.192801858964
2023-06-10,1009.4753533270084
2023-06-11,1006.6201578535622
2023-06-12,1010.3696375053515
2023-06-13,1015.531751539772
2023-06-14,968.8533449072906
2023-06-15,969.7075412396719
2023-06-16,966.5552059492321
2023-06-17,1008.4555244728971
2023-06-18,1009.4767120156715
2023-06-19,1024.4913280423518
2023-06-20,1101.47838962076
2023-06-21,1303.1541999876968
2023-06-22,1366.4975876374797
2023-06-23,1406.7440006773322
2023-06-24,1399.35253841473
2023-06-25,1401.0436806409823
2023-06-26,1374.4550225337343
2023-06-27,1364.6584494985796
2023-06-28,1332.2641025139244
2023-06-29,1332.0039793360913
2023-06-30,1315.0444399260894
2023-07-01,1327.1310903660742
2023-07-02,1334.0668526585775
2023-07-03,1368.0871537367111
2023-07-04,1370.6046030186972
2023-07-05,1327.2877719600292
2023-07-06,1329.2236790665295
2023-07-07,1288.3231696599505
2023-07-08,1279.1632793066422
2023-07-09,1276.2681946264925
2023-07-10,1295.2482253241408
2023-07-11,1295.7344198010858
2023-07-12,1308.084534520958
2023-07-13,1328.6309557917018
2023-07-14,1309.385683147973
2023-07-15,1301.4920102331532
2023-07-16,1301.8136566784544
2023-07-17,1300.8563823540542
2023-07-18,1303.0639586330085
2023-07-19,1294.857691079346
2023-07-20,1288.6667698569893
2023-07-21,1285.2833928948155
2023-07-22,1275.6931134009594
2023-07-23,1274.5591084030157
2023-07-24,1239.423051644716
2023-07-25,1234.6004406490047
2023-07-26,1235.3471183001611
2023-07-27,1226.9604033286585
2023-07-28,1223.192736992847
2023-07-29,1216.3638137430976
2023-07-30,1211.7636223687964
2023-07-31,1215.0364986807162
2023-08-01,1204.6746356528008
2023-08-02,1204.3365836713253
2023-08-03,1178.8168275930268
2023-08-04,1175.6725249386557
2023-08-05,1168.0072307080925
2023-08-06,1166.839565788884
2023-08-07,1165.6876525655623
2023-08-08,1167.411529520106
2023-08-09,1187.595463644962
2023-08-10,1167.3317224108891
2023-08-11,1156.5344342379008
2023-08-12,1143.9046614453116
2023-08-13,1141.6708527753058
2023-08-14,1141.3802816300852
2023-08-15,1137.4324062747526
2023-08-16,1136.4642858251789
2023-08-17,1153.9727792446897
2023-08-18,1174.2068995560178
2023-08-19,1171.146798039446
2023-08-20,1169.0813810349227
2023-08-21,1163.70676806829
2023-08-22,1160.9906568417532
2023-08-23,1155.6498755251948
2023-08-24,1154.7288854392882
2023-08-25,1152.0532719057126
2023-08-26,1134.1183322333375
2023-08-27,1133.5544493600282
2023-08-28,1136.0355320074143
2023-08-29,1137.3308423131755
2023-08-30,1173.7428962019878
2023-08-31,1107.633411051675
2023-09-01,1101.4171688737954
2023-09-02,1103.5882682205524
2023-09-03,1111.9672653348537
2023-09-04,1106.7767480033983
2023-09-05,1109.0704198934613
2023-09-06,1110.0795488604524
2023-09-07,1111.1080999223348
2023-09-08,1116.1967822455501
2023-09-09,1099.4262714356566
2023-09-10,1100.5975841807106
2023-09-11,1103.7448008804074
2023-09-12,1107.6289112589918
2023-09-13,1132.0140808269941
2023-09-14,1162.6220963025721
2023-09-15,1159.9983801562719
2023-09-16,1159.0152954715793
2023-09-17,1148.3763736481353
2023-09-18,1153.7539907254293
2023-09-19,1170.867772719641
2023-09-20,1177.2128247833728
2023-09-21,1147.2973191402477
2023-09-22,1136.9639409393117
2023-09-23,1126.9155076337925
2023-09-24,1129.6212182217128
2023-09-25,1134.4186180786305
2023-09-26,1134.9766971431827
2023-09-27,1145.4752770863797
2023-09-28,1172.9957442014208
2023-09-29,1186.428906998231
2023-09-30,1168.1739142193712
2023-10-01,1221.8155383240476
2023-10-02,1265.8311156736086
2023-10-03,1218.148617820143
2023-10-04,1217.399823248621
2023-10-05,1230.1411102583845
2023-10-06,1221.9632743060254
2023-10-07,1239.8918320897008
2023-10-08,1244.322050487563
2023-10-09,1242.4954539308947
2023-10-10,1243.5503010836067
2023-10-11,1240.210919343135
2023-10-12,1241.5247565124696
2023-10-13,1236.784906630908
2023-10-14,1232.8451494300095
2023-10-15,1248.7811403991343
2023-10-16,1350.881472467796
2023-10-17,1368.287839385532
2023-10-18,1377.1027689236732
2023-10-19,1377.8446558065275
2023-10-20,1459.1410534461684
2023-10-21,1510.7325396214223
2023-10-22,1526.468658056689
2023-10-23,1774.191301023866
2023-10-24,1983.3334360248657
2023-10-25,2014.6956438126815
2023-10-26,2015.8299497354287
2023-10-27,1979.9340533714944
2023-10-28,1962.6462451646712
2023-10-29,1987.8028745506153
2023-10-30,2011.1410655666807
