Date,Equity
2023-03-25,1000.0
2023-03-26,992.6912142515056
2023-03-27,998.4070547543507
2023-03-28,993.9475891285354
2023-03-29,990.3052603708571
2023-03-30,996.6795632822507
2023-03-31,954.2392218489822
2023-04-01,949.4249072458223
2023-04-02,923.5724789090809
2023-04-03,901.8842595767754
2023-04-04,903.9619633767087
2023-04-05,896.6225120642589
2023-04-06,864.4604632606481
2023-04-07,860.7246193525569
2023-04-08,856.2323873700545
2023-04-09,870.4332549344256
2023-04-10,937.7400793932469
2023-04-11,1041.8555453894505
2023-04-12,1032.8246320161793
2023-04-13,1028.3888748234024
2023-04-14,1060.0092553555528
2023-04-15,1038.134686568481
2023-04-16,1034.2808591208204
2023-04-17,984.2766808672974
2023-04-18,988.732561982763
2023-04-19,982.1705987401905
2023-04-20,981.7884432727076
2023-04-21,984.6811718807403
2023-04-22,978.4663918731009
2023-04-23,979.3786431028794
2023-04-24,973.7068169011999
2023-04-25,970.9125376622889
2023-04-26,971.9008236645427
2023-04-27,1013.1786438333821
2023-04-28,1014.1852091500359
2023-04-29,1007.4672449143753
2023-04-30,1026.0863371619653
2023-05-01,958.581649482778
2023-05-02,941.359792954956
2023-05-03,966.5463275789775
2023-05-04,991.969901240069
2023-05-05,1002.4799756324138
2023-05-06,988.9039852632434
2023-05-07,956.73371172431
2023-05-08,900.3770218851226
2023-05-09,899.2781841358924
2023-05-10,899.6873297131024
2023-05-11,890.9347409806168
2023-05-12,899.0594181478305
2023-05-13,890.8725748959164
2023-05-14,884.1525662871411
2023-05-15,911.4253346121144
2023-05-16,905.1517574678066
2023-05-17,897.3036110843436
2023-05-18,882.6916480306903
2023-05-19,873.0270149095568
2023-05-20,877.6142263911894
2023-05-21,871.9094178656467
2023-05-22,874.0576230079217
2023-05-23,881.8486390199776
2023-05-24,882.3800177177097
2023-05-25,884.1312555748137
2023-05-26,871.1963063030482
2023-05-27,867.201641563433
2023-05-28,918.9104294047496
2023-05-29,968.1031001935369
